"id_cordee","lib_cordee","region","academie","departement","commune","composante_cordee","lycees_sources"
"C0026","Passeport étudiant : une grande école pourquoi pas moi","Picardie","Amiens",60,"Compiègne","LYCEE(S) AVEC CPGE","Lycée Pierre d'Ailly"
"C0219","Coaching ","Midi-Pyrénées","Toulouse",31,"Muret","LYCEES SOURCES","Lycée Pierre d'Aragon"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",2,"Saint Quentin","LYCEE(S) AVEC CPGE","Lycée Pierre de la Ramée"
"C0027","Réussir des études scientifiques du collège à l'université","Picardie","Amiens",2,"Saint Quentin","LYCEE(S) AVEC CPGE","Lycée Pierre de la Ramée"
"C0023","Passeport étudiant","Picardie","Amiens",2,"Laon","LYCEES SOURCES","Lycée Pierre Méchain"
"C0024","Passeport étudiant","Picardie","Amiens",2,"Laon","LYCEES SOURCES","Lycée Pierre Méchain"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Vitrolles","LYCEES SOURCES","Lycée Pierre Mendès-France"
"C0161","ENS - PSU - TALENS","Ile-de-France","Paris",77,"Savigny-le-Temple","LYCEES SOURCES","Lycée Pierre Mendès-France"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",80,"Péronne","LYCEES SOURCES","Lycée Pierre Mendès-France"
"C0022","Passeport étudiant","Picardie","Amiens",80,"Péronne","LYCEES SOURCES","Lycée Pierre Mendès-France"
"C0023","Passeport étudiant","Picardie","Amiens",80,"Péronne","LYCEES SOURCES","Lycée Pierre Mendès-France"
"C0024","Passeport étudiant","Picardie","Amiens",80,"Péronne","LYCEES SOURCES","Lycée Pierre Mendès-France"
"C0122","Charte pour l'égalité des chances","Lorraine","Nancy-Metz",88,"Epinal","LYCEES SOURCES","Lycée Pierre Mendès-France"
"C0147","Futurs ingénieurs au sommet","Centre","Orléans-Tours",18,"Bourges","LYCEES SOURCES","Lycée Pierre-Emile Martin"
"C0149","Les sciences en face à face","Centre","Orléans-Tours",18,"Bourges","LYCEES SOURCES","Lycée Pierre-Emile Martin"
"C0047","Pôle développement durable","Auvergne","Clermont-Ferrand",63,"Riom","LYCEE(S) AVEC CPGE","Lycée Pierre-Joël Bonté (STS)"
"C0160","CPES","Ile-de-France","Paris",78,"Trappes","LYCEES SOURCES","Lycée Plaine de Neauphle"
"C0163","Nouvel élan (ParisTech / Janson de Sailly","Ile-de-France","Paris",78,"Trappes","LYCEES SOURCES","Lycée Plaine de Neauphle"
"C0068","Main dans la main pour réussir ","Rhône-Alpes","Grenoble",74,"Bonneville","TETE(S) DE CORDEE","Lycée polyvalent Guillaume Fichet à STS -Bonneville"
"C0128","IEP Paris","Lorraine","Nancy-Metz",57,"Saint-Avold","LYCEES SOURCES","Lycée Poncelet"
"C0134","Université Paul Verlaine - Metz","Lorraine","Nancy-Metz",57,"Saint Avold","LYCEES SOURCES","Lycée Poncelet"
"C0063","Cordée Chalonnaise","Bourgogne","Dijon",71,"Chalon sur Saône","LYCEE(S) AVEC CPGE","Lycée Pontus de Tyard"
"C0063","Cordée Chalonnaise","Bourgogne","Dijon",71,"Chalon sur Saône","LYCEES SOURCES","Lycée Pontus de Tyard"
"C0202","EDRESUP ","Haute Normandie","Rouen",76,"Le Havre","LYCEES SOURCES","Lycée Porte Océane"
"C0205","EDRESUP ","Haute Normandie","Rouen",76,"Le Havre","LYCEES SOURCES","Lycée Porte Océane"
"C0050","Pôle sciences : faire des études longues, pourquoi pas ?","Auvergne","Clermont-Ferrand",3,"Cusset","LYCEES SOURCES","Lycée Presles"
"C0083","L'universté d'Artois, pourquoi pas moi?","Nord-Pas-de-Calais","Lille",62,"Liévin","LYCEES SOURCES","Lycée professionnel François Hennebique"
"C0083","L'universté d'Artois, pourquoi pas moi?","Nord-Pas-de-Calais","Lille",62,"Arras","LYCEES SOURCES","Lycée professionnel Jacques Le Carron"
"C0083","L'universté d'Artois, pourquoi pas moi?","Nord-Pas-de-Calais","Lille",62,"Sallaumines","LYCEES SOURCES","Lycée professionnel La Peupleraie"
"C0072","Valence Le Haut","Rhône-Alpes","Grenoble",26,"Valence","LYCEES SOURCES","Lycée professionnel Montesquieu"
"C0039","Tous envie de réussir","Basse Normandie","Caen",14,"Caen","LYCEES SOURCES","Lycée Rabelais"
"C0225","Osez l'excellence","Midi-Pyrénées","Toulouse",81,"Albi","LYCEES SOURCES","Lycée Rascol"
"C0161","ENS - PSU - TALENS","Ile-de-France","Paris",75020,"Paris","LYCEES SOURCES","Lycée Ravel"
"C0166","Paris Descartes et Ravel","Ile-de-France","Paris",75020,"Paris","LYCEES SOURCES","Lycée Ravel"
"C0221","DISPO","Midi-Pyrénées","Toulouse",31,"Toulouse","LYCEES SOURCES","Lycée Raymond Naves"
"C0129","La cordée du Barrois","Lorraine","Nancy-Metz",55,"Bar le Duc","TETE(S) DE CORDEE","Lycée Raymond Poincaré"
"C0131","La cordée sud meusienne","Lorraine","Nancy-Metz",55,"Bar le Duc","LYCEES SOURCES","Lycée Raymond Poincaré"
"C0129","La cordée du Barrois","Lorraine","Nancy-Metz",55,"Bar le Duc","LYCEE(S) AVEC CPGE","Lycée Raymond Poincaré (STS)"
"C0221","DISPO","Midi-Pyrénées","Toulouse",12,"Villefranche-de-Rouergue","LYCEES SOURCES","Lycée Raymond Savignac"
"C0100","Ouverture sociale des CPGE et école d'été","Rhône-Alpes","Lyon",69,"Lyon","LYCEE(S) AVEC CPGE","Lycée Récamier"
"C0104","Programme Egalité des chances et démocratisation-Entrer à l'IEP","Rhône-Alpes","Lyon",69,"Lyon","LYCEE(S) AVEC CPGE","Lycée Récamier"
"C0106","Séminaire Lycée","Rhône-Alpes","Lyon",69,"Lyon","LYCEE(S) AVEC CPGE","Lycée Récamier"
"C0123","Cordée Saint-Exupéry","Lorraine","Nancy-Metz",54,"Longlaville","LYCEES SOURCES","Lycée Reiser"
"C0150","Promotion de l'accueil en CPGE économique","Centre","Orléans-Tours",28,"Nogent-le-Rotrou","LYCEES SOURCES","Lycée Rémi Belleau"
"C0152","Une filière ingénieuse pour devenir ingénieur","Centre","Orléans-Tours",28,"Nogent-le-Rotrou","LYCEES SOURCES","Lycée Rémi Belleau"
"C0074","Pour la promotion des études supérieures scientifiques","Guynae","Guynae",973,"Rémire-Montjoly","LYCEES SOURCES","Lycée Rémire 2"
"C0075","Promotion des études supérieures de lettres en Guyane","Guynae","Guynae",973,"Rémire-Montjoly","LYCEES SOURCES","Lycée Rémire 2"
"C0076","Promouvoir l'accès aux filières d'excellence en guyane","Guynae","Guynae",973,"Rémire-Montjoly","LYCEES SOURCES","Lycée Rémire 2"
"C0153","Université et CPGE pour les élèves d'Eure-et-Loir","Centre","Orléans-Tours",28,"Nogent-le-Rotrou","LYCEES SOURCES","Lycée Rémy Belleau"
"C0217","Tutorat d'excellence","Alsace","Strasbourg",67,"Strasbourg","LYCEE(S) AVEC CPGE","Lycée René Cassin"
"C0106","Séminaire Lycée","Rhône-Alpes","Lyon",69,"Tarare","LYCEES SOURCES","Lycée René Cassin"
"C0065","OPTIM","Bourgogne","Dijon",71,"Macon","LYCEES SOURCES","Lycée René Cassin"
"C0245","Pourquoi pas moi ?","Ile-de-France","Versailles",91,"Arpajon","LYCEES SOURCES","Lycée René Cassin"
"C0244","POLLEN","Ile-de-France","Versailles",95,"Gonesse","LYCEES SOURCES","Lycée René Cassin"
"C001","Accompagnement à la scolarité","Provence Alpes Côte d'Azur","Aix-Marseille",84,"Avignon","LYCEES SOURCES","Lycée René Char"
"C0015","Spé IEP","Provence Alpes Côte d'Azur","Aix-Marseille",84,"Avignon","LYCEES SOURCES","Lycée René Char"
"C0192","OPERA : orienter et promouvoir l'excellence et la réussite par l'accompagnement","Bretagne","Rennes",35,"Rennes","LYCEES SOURCES","Lycée René Descartes"
"C0223","Egalité des chances-INSA","Midi-Pyrénées","Toulouse",31,"Toulouse","LYCEES SOURCES","Lycée Rive Gauche"
"C0025","Passeport étudiant : les jeudis de la science","Picardie","Amiens",80,"Amiens","LYCEES SOURCES","Lycée Robert de Luzarches"
"C0097","Découverte des métiers et des formations techniques et professionnelles","Rhône-Alpes","Lyon",69,"Vaulx-en-Velin","TETE(S) DE CORDEE","Lycée Robert Doineau"
"C0097","Découverte des métiers et des formations techniques et professionnelles","Rhône-Alpes","Lyon",69,"Vaulx-en-Velin","LYCEE(S) AVEC CPGE","Lycée Robert Doineau (STS)"
"C0094","Convention diversité Académie de Lyon","Rhône-Alpes","Lyon",69,"Vaulx-en-Velin","LYCEES SOURCES","Lycée Robert Doisneau"
"C0099","Ouverture internationale pour les STI","Rhône-Alpes","Lyon",69,"Vaulx-en-Velin","LYCEES SOURCES","Lycée Robert Doisneau"
"C0102","Parcours pour l'orientation vers les filières d'économie et de gestion","Rhône-Alpes","Lyon",69,"Vaulx-en-Velin","LYCEES SOURCES","Lycée Robert Doisneau"
"C0107","Trait d'union ","Rhône-Alpes","Lyon",69,"Vaulx-en-Velin","LYCEES SOURCES","Lycée Robert Doisneau"
"C0109","Trait d'union Multicampus multiquartiers","Rhône-Alpes","Lyon",69,"Vaulx-en-Velin","LYCEES SOURCES","Lycée Robert Doisneau"
"C0227","Ambition d'enseignement supérieur - Lycée Doisneau","Ile-de-France","Versailles",91,"Corbeil-Essonnes","LYCEE(S) AVEC CPGE","Lycée Robert Doisneau"
"C0240","Mat' les vacances","Ile-de-France","Versailles",91,"Corbeil-Essonnes","LYCEE(S) AVEC CPGE","Lycée Robert Doisneau"
"C0249","Silence, on tourne !","Ile-de-France","Versailles",91,"Corbeil-Essonnes","LYCEE(S) AVEC CPGE","Lycée Robert Doisneau"
"C0251","Une grande école, pourquoi pas moi ? Ecole polytechnique","Ile-de-France","Versailles",91,"Corbeil-Essonnes","LYCEE(S) AVEC CPGE","Lycée Robert Doisneau"
"C0155","Accompagnement pour la poursuite d'études Mines-ParisTech","Ile-de-France","Paris",91,"Corbeil-Essonnes","LYCEES SOURCES","Lycée Robert Doisneau"
"C0165","Parcours de réussite du lycée Saint-Louis","Ile-de-France","Paris",91,"Corbeil-Essonne","LYCEES SOURCES","Lycée Robert Doisneau"
"C0133","SUPELEC","Lorraine","Nancy-Metz",57,"Metz","LYCEES SOURCES","Lycée Robert Schuman"
"C0200","CEP ","Haute Normandie","Rouen",76,"Le Havre","LYCEES SOURCES","Lycée Robert Schuman"
"C0201","Course en cours","Haute Normandie","Rouen",76,"Le Havre","LYCEES SOURCES","Lycée Robert Schuman"
"C0202","EDRESUP ","Haute Normandie","Rouen",76,"Le Havre","LYCEES SOURCES","Lycée Robert Schuman"
"C0205","EDRESUP ","Haute Normandie","Rouen",76,"Le Havre","LYCEES SOURCES","Lycée Robert Schuman"
"C0084","Programme d'études intégrées","Nord-Pas-de-Calais","Lille",62,"Arras","LYCEE(S) AVEC CPGE","Lycée Robespierre"
"C0180","Prépa rémois","Champagne-Ardennes","Reims",51,"Epernay","LYCEES SOURCES","Lycée Roger Godart"
"C0079","Croire en soi et réussir à la Réunion","La Réunion","La Réunion",974,"Le Tampon","LYCEE(S) AVEC CPGE","Lycée Roland Garros"
"C0160","CPES","Ile-de-France","Paris",93,"Argenteuil","LYCEES SOURCES","Lycée Romain Rolland"
"C0230","Ambitions supérieures - scientifiques","Ile-de-France","Versailles",95,"Argenteuil","LYCEE(S) AVEC CPGE","Lycée Romain Rolland"
"C0159","Cordée Jean-Baptiste Say","Ile-de-France","Paris",95,"Goussainville","LYCEES SOURCES","Lycée Romain Rolland"
"C0235","ECE","Ile-de-France","Versailles",95,"Argenteuil","LYCEES SOURCES","Lycée Romain Rolland"
"C0235","ECE","Ile-de-France","Versailles",95,"Goussainville","LYCEES SOURCES","Lycée Romain Rolland"
"C0244","POLLEN","Ile-de-France","Versailles",95,"Goussainville","LYCEES SOURCES","Lycée Romain Rolland"
"C0150","Promotion de l'accueil en CPGE économique","Centre","Orléans-Tours",41,"Vendôme","LYCEES SOURCES","Lycée Ronsard"
"C0095","Couse en cours","Rhône-Alpes","Lyon",69,"Neuville-sur-Saône","LYCEES SOURCES","Lycée Rosa Parks"
"C0039","Tous envie de réussir","Basse Normandie","Caen",14,"Caen ","LYCEES SOURCES","Lycée Rostand"
"C0144","Vers l'enseignement supérieur","PACA","Nice",83,"Toulon","TETE(S) DE CORDEE","Lycée Rouvière"
"C0141","Ambition IEP","PACA","Nice",83,"Toulon","LYCEE(S) AVEC CPGE","Lycée Rouvière"
"C0144","Vers l'enseignement supérieur","PACA","Nice",83,"Toulon","LYCEE(S) AVEC CPGE","Lycée Rouvière"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Aix-en-Provence","LYCEES SOURCES","Lycée Sacré Cœur"
"C0138","Elan 49","Pays de la Loire","Nantes",49,"Saumur","LYCEES SOURCES","Lycée Sadi Carnot"
"C0037","Réussir ensemble ","Aquitaine","Bordeaux",64,"Pau ","LYCEES SOURCES","Lycée Saint Cricq"
"C0025","Passeport étudiant : les jeudis de la science","Picardie","Amiens",60,"Beauvais","LYCEES SOURCES","Lycée Saint Esprit"
"C0119","Ambition Réussite - Technologique","Lorraine","Nancy-Metz",57,"Fameck","LYCEES SOURCES","Lycée Saint Exupéry"
"C0127","Grande école de commerce","Lorraine","Nancy-Metz",57,"Fameck","LYCEES SOURCES","Lycée Saint Exupéry"
"C0134","Université Paul Verlaine - Metz","Lorraine","Nancy-Metz",57,"Forbach","LYCEES SOURCES","Lycée Saint Exupéry"
"C0015","Spé IEP","Provence Alpes Côte d'Azur","Aix-Marseille",84,"Avignon","LYCEES SOURCES","Lycée Saint Joseph"
"C0033","Entre en prépa c'est réalisable","Aquitaine","Bordeaux",33,"Bordeaux","LYCEES SOURCES","Lycée Saint Louis"
"C0007","IEPEI","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEE(S) AVEC CPGE","Lycée Saint-Charles"
"C0008","J'ouvre ma voie dans la prépa techno","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Saint-Charles"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Saint-Charles"
"C0017","SPRING","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Saint-Charles"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Aix-en-Provence","LYCEES SOURCES","Lycée Sainte Marie"
"C0071","Un ascenseur pour la réussite","Rhône-Alpes","Grenoble",38,"La Verpillière","LYCEES SOURCES","Lycée Sainte Marie"
"C0087","Horizons-Première cordée de la réussite internationale","Nord-Pas-de-Calais","Lille",59,"Lille","LYCEES SOURCES","Lycée Sainte-Claire"
"C0236","Edouard Michelin","Ile-de-France","Versailles",78,"Versailles","LYCEE(S) AVEC CPGE","Lycée Sainte-Geneviève"
"C0102","Parcours pour l'orientation vers les filières d'économie et de gestion","Rhône-Alpes","Lyon",1,"Bellegarde","LYCEES SOURCES","Lycée Saint-Exupéry"
"C0003","CPES Spé S&T","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEE(S) AVEC CPGE","Lycée Saint-Exupéry"
"C0004","Des études scientifiques, pourquoi pas moi ?","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEE(S) AVEC CPGE","Lycée Saint-Exupéry"
"C0005","DACORES","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEE(S) AVEC CPGE","Lycée Saint-Exupéry"
"C0007","IEPEI","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEE(S) AVEC CPGE","Lycée Saint-Exupéry"
"C0011","PASS","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEE(S) AVEC CPGE","Lycée Saint-Exupéry"
"C0012","Phoenix","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEE(S) AVEC CPGE","Lycée Saint-Exupéry"
"C0016","Spé IEP","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEE(S) AVEC CPGE","Lycée Saint-Exupéry"
"C0018","TANDEM","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEE(S) AVEC CPGE","Lycée Saint-Exupéry"
"C0019","Tutorat ""école de l'air""","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEE(S) AVEC CPGE","Lycée Saint-Exupéry"
"C0003","CPES Spé S&T","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Saint-Exupéry"
"C0004","Des études scientifiques, pourquoi pas moi ?","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Saint-Exupéry"
"C0010","Officier pourquoi pas ?","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Saint-Exupéry"
"C0012","Phoenix","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Saint-Exupéry"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Saint-Exupéry"
"C0016","Spé IEP","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Saint-Exupéry"
"C0017","SPRING","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Saint-Exupéry"
"C0174","Tous capables","Poitou-Charente","Poitiers",17,"La Rochelle","LYCEES SOURCES","Lycée Saint-Exupéry"
"C0183","URCA SHS","Champagne-Ardennes","Reims",52,"Saint-Dizier","LYCEES SOURCES","Lycée Saint-Exupéry"
"C0128","IEP Paris","Lorraine","Nancy-Metz",57,"Fameck","LYCEES SOURCES","Lycée Saint-Exupéry"
"C0233","Cordée HEC Académie de Versailles","Ile-de-France","Versailles",78,"Mantes-la-Jolie","LYCEE(S) AVEC CPGE","Lycée Saint-Exupéry"
"C0234","Course en cours","Ile-de-France","Versailles",78,"Mantes-la-Jolie","LYCEE(S) AVEC CPGE","Lycée Saint-Exupéry"
"C0240","Mat' les vacances","Ile-de-France","Versailles",78,"Mantes-la-Jolie","LYCEE(S) AVEC CPGE","Lycée Saint-Exupéry"
"C0233","Cordée HEC Académie de Versailles","Ile-de-France","Versailles",78,"Mantes-la-Jolie","LYCEES SOURCES","Lycée Saint-Exupéry"
"C0059","Messiaen","Ile-de-France","Créteil",94,"Créteil","LYCEES SOURCES","Lycée Saint-Exupéry"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Saint-Joseph de la Madeleine"
"C0109","Trait d'union Multicampus multiquartiers","Rhône-Alpes","Lyon",69,"Lyon","LYCEE(S) AVEC CPGE","Lycée Saint-Just"
"C0139","Traits d'union","Pays de la Loire","Nantes",44,"Saint-Nazaire","LYCEES SOURCES","Lycée Saint-Louis"
"C0165","Parcours de réussite du lycée Saint-Louis","Ile-de-France","Paris",75006,"Paris","TETE(S) DE CORDEE","Lycée Saint-Louis"
"C0165","Parcours de réussite du lycée Saint-Louis","Ile-de-France","Paris",75006,"Paris","LYCEE(S) AVEC CPGE","Lycée Saint-Louis"
"C0082","Les cordées de la réussite du lycée Saint-Pierre et de l'école d'ingénieurs","Nord-Pas-de-Calais","Lille",59,"Lille","LYCEE(S) AVEC CPGE","Lycée Saint-Pierre"
"C0082","Les cordées de la réussite du lycée Saint-Pierre et de l'école d'ingénieurs","Nord-Pas-de-Calais","Lille",59,"Lille","LYCEES SOURCES","Lycée Saint-Pierre"
"C0082","Les cordées de la réussite du lycée Saint-Pierre et de l'école d'ingénieurs","Nord-Pas-de-Calais","Lille",59,"Lille","TETE(S) DE CORDEE","Lycée Saint-Pierre- Ecole des hautes études d'ingénieur (HEI)"
"C0087","Horizons-Première cordée de la réussite internationale","Nord-Pas-de-Calais","Lille",59,"Roubaix","LYCEES SOURCES","Lycée Saint-Rémi"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Saint-Vincent de Paul"
"C0039","Avenir et culture","Basse Normandie","Caen",14,"Hérouville-St-Clair","LYCEE(S) AVEC CPGE","Lycée Salvador Allende"
"C0039","Avenir et culture","Basse Normandie","Caen",14,"Hérouville-St-Clair","LYCEES SOURCES","Lycée Salvador Allende"
"C0053","Cordée ESCP Europe-lycée Champlain de Chennevières-sur-Marne","Ile-de-France","Créteil",94,"Chennevières-sur-Marne","LYCEES SOURCES","Lycée Samuel de Champlain"
"C0155","Accompagnement pour la poursuite d'études Mines-ParisTech","Ile-de-France","Paris",94,"Chennevières-sur-Marne","LYCEES SOURCES","Lycée Samuel de Champlain"
"C0158","Cordée ESCP Europe - Lycée Turgot de Paris - Lycée Champlain de Chennevières","Ile-de-France","Paris",94,"Chennevières-sur-Marne","LYCEES SOURCES","Lycée Samuel de Champlain"
"C0110","Réussir à HEC","Martinique","Martinique",972,"Fort de France","LYCEES SOURCES","Lycée Schoelcher"
"C0111","Réussir à l'IEP de Bordeaux","Martinique","Martinique",972,"Fort de France","LYCEES SOURCES","Lycée Schoelcher"
"C0112","Réussir à l'INSA","Martinique","Martinique",972,"Fort de France","LYCEES SOURCES","Lycée Schoelcher"
"C0212","Cordée de la réussite-CPGE Lycée Kleber","Alsace","Strasbourg",67,"Haguenau","LYCEES SOURCES","Lycée Schuman"
"C0212","Cordée de la réussite-CPGE Lycée Kleber","Alsace","Strasbourg",67,"Sélestat","LYCEES SOURCES","Lycée Schwilgué"
"C0094","Convention diversité Académie de Lyon","Rhône-Alpes","Lyon",69,"Vénissieux","LYCEES SOURCES","Lycée Sembat"
"C0233","Cordée HEC Académie de Versailles","Ile-de-France","Versailles",78,"Magnanville","LYCEES SOURCES","Lycée Senghor"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Sévigné"
"C0044","Pôle Alizé : atouts pour réussir dans l'enseignement supérieur ","Auvergne","Clermont-Ferrand",63,"Clermont-Ferrand","LYCEE(S) AVEC CPGE","Lycée Sidoine Apollinaire"
"C0046","Pôle Alizé : préparer sa réussite dans l'enseignement supérieur","Auvergne","Clermont-Ferrand",63,"Clermont-Ferrand","LYCEE(S) AVEC CPGE","Lycée Sidoine Apollinaire"
"C0153","Université et CPGE pour les élèves d'Eure-et-Loir","Centre","Orléans-Tours",28,"Luisant","LYCEES SOURCES","Lycée Silvia Monfort"
"C0164","OPTIM","Ile-de-France","Paris",95,"Garges-les-Gonesse","LYCEE(S) AVEC CPGE","Lycée Simone de Beauvoir"
"C0159","Cordée Jean-Baptiste Say","Ile-de-France","Paris",95,"Garges-les-Gonesses","LYCEES SOURCES","Lycée Simone de Beauvoir"
"C0165","Parcours de réussite du lycée Saint-Louis","Ile-de-France","Paris",95,"Garges-les-Gonesse","LYCEES SOURCES","Lycée Simone de Beauvoir"
"C0167","Prépaplus","Ile-de-France","Paris",95,"Garges-les-Gonesse","LYCEES SOURCES","Lycée Simone de Beauvoir"
"C0252","Une grande école, pourquoi pas moi ? EPMI","Ile-de-France","Versailles",95,"Garges-lès-Gonesse","LYCEES SOURCES","Lycée Simone de Beauvoir"
"C0253","Une grande école, pourquoi pas moi ? ESSEC","Ile-de-France","Versailles",95,"Garges-lès-Gonesse","LYCEES SOURCES","Lycée Simone de Beauvoir"
"C0105","Réussir aujourd'hui-intégrer une grande école","Rhône-Alpes","Lyon",42,"Saint-Priest -en-Jarez ","LYCEES SOURCES","Lycée Simone Weil"
"C0043","Ambition prépa Dupuy","Auvergne","Clermont-Ferrand",43,"Le Puy en Velay","LYCEES SOURCES","Lycée Simone Weil"
"C0123","Cordée Saint-Exupéry","Lorraine","Nancy-Metz",57,"Thionville","LYCEES SOURCES","Lycée Sophie Germain"
"C0225","Osez l'excellence","Midi-Pyrénées","Toulouse",81,"Mazamet","LYCEES SOURCES","Lycée Soult"
"C0139","Traits d'union","Pays de la Loire","Nantes",44,"Saint-Herblain","LYCEES SOURCES","Lycée St Dominique"
"C0186","Assomption Rennes","Bretagne","Rennes",35,"Cesson-Sévigné","LYCEES SOURCES","Lycée St Etienne"
"C0101","Parcours d'excellence des STI","Rhône-Alpes","Lyon",1,"Bellegarde","LYCEES SOURCES","Lycée St Exupéry"
"C0188","Cordée Archipel","Bretagne","Rennes",29,"Lesneven","LYCEES SOURCES","Lycée St François"
"C0139","Traits d'union","Pays de la Loire","Nantes",44,"Chateaubriant","LYCEES SOURCES","Lycée St Joseph"
"C0139","Traits d'union","Pays de la Loire","Nantes",44,"Machecoul","LYCEES SOURCES","Lycée St Joseph"
"C0135","BRIO : fais un bond pour la réussite ","Pays de la Loire","Nantes",44,"Nantes","LYCEE(S) AVEC CPGE","Lycée St Joseph du Loquidy"
"C0188","Cordée Archipel","Bretagne","Rennes",29,"Landerneau","LYCEES SOURCES","Lycée St Sébastien"
"C0135","BRIO : fais un bond pour la réussite ","Pays de la Loire","Nantes",44,"Nantes","LYCEE(S) AVEC CPGE","Lycée St Stanislas"
"C0139","Traits d'union","Pays de la Loire","Nantes",44,"Nantes","LYCEE(S) AVEC CPGE","Lycée St Stanislas"
"C0212","Cordée de la réussite-CPGE Lycée Kleber","Alsace","Strasbourg",67,"Wissembourg","LYCEES SOURCES","Lycée Stanislas"
"C0216","Préparation aux concours des IEP et écoles de commerce","Alsace","Strasbourg",67,"Wissembourg","LYCEES SOURCES","Lycée Stanislas"
"C0188","Cordée Archipel","Bretagne","Rennes",29,"Brest","LYCEE(S) AVEC CPGE","Lycée Ste Anne"
"C0188","Cordée Archipel","Bretagne","Rennes",29,"Brest","LYCEES SOURCES","Lycée Ste Anne"
"C0186","Assomption Rennes","Bretagne","Rennes",35,"Vitré","LYCEES SOURCES","Lycée Ste Jeanne D'Arc"
"C0062","Accès aux formations supérieures et métiers du vivant","Bourgogne","Dijon",21,"Brochon","LYCEES SOURCES","Lycée Stéphen Liégeard"
"C0064","Eiffel de la réussite","Bourgogne","Dijon",21,"Brochon","LYCEES SOURCES","Lycée Stéphen Liégeard"
"C0038","Sciences Po Bordeaux, je le peux parce que je le veux","Aquitaine","Bordeaux",40,"Saint Vincent de Tyrosse","LYCEES SOURCES","Lycée Sud des Landes"
"C0060","Réussir à Dauphine","Ile-de-France","Créteil",93,"Saint-Denis","LYCEES SOURCES","Lycée Suger"
"C0037","Réussir ensemble ","Aquitaine","Bordeaux",64,"Oloron","LYCEES SOURCES","Lycée Supervielle"
"C0152","Une filière ingénieuse pour devenir ingénieur","Centre","Orléans-Tours",28,"Luisant","LYCEES SOURCES","Lycée Sylvia Montfort"
"C0212","Cordée de la réussite-CPGE Lycée Kleber","Alsace","Strasbourg",67,"Bitche","LYCEES SOURCES","Lycée Tessier"
"C0134","Université Paul Verlaine - Metz","Lorraine","Nancy-Metz",57,"Bitche","LYCEES SOURCES","Lycée Teyssier"
"C001","Accompagnement à la scolarité","Provence Alpes Côte d'Azur","Aix-Marseille",84,"Avignon","LYCEES SOURCES","Lycée Théodore Aubanel"
"C0221","DISPO","Midi-Pyrénées","Toulouse",65,"Tarbes","LYCEES SOURCES","Lycée Théophile Gautier"
"C0043","Ambition prépa Dupuy","Auvergne","Clermont-Ferrand",48,"Saint Chély d'Apcher","LYCEES SOURCES","Lycée Théophile Roussel"
"C0187","Confiance, ambition, réussite en Sud Finistère","Bretagne","Rennes",29,"Quimper","LYCEES SOURCES","Lycée Thépot"
"C0142","Convention ""Egalité des chances pour l'enseignement supérieur""","PACA","Nice",6,"Nice","LYCEES SOURCES","Lycée Thierry Maulnier"
