"id_cordee","lib_cordee","region","academie","departement","commune","composante_cordee","lycees_sources"
"C0119","Ambition Réussite - Technologique","Lorraine","Nancy-Metz",54,"Nancy","TETE(S) DE CORDEE","Lycée Frédéric Chopin"
"C0119","Ambition Réussite - Technologique","Lorraine","Nancy-Metz",54,"Nancy","LYCEE(S) AVEC CPGE","Lycée Frédéric Chopin"
"C0120","ARTEM","Lorraine","Nancy-Metz",54,"Nancy","LYCEE(S) AVEC CPGE","Lycée Frédéric Chopin"
"C0123","Cordée Saint-Exupéry","Lorraine","Nancy-Metz",54,"Nancy","LYCEE(S) AVEC CPGE","Lycée Frédéric Chopin"
"C0120","ARTEM","Lorraine","Nancy-Metz",54,"Nancy","LYCEES SOURCES","Lycée Frédéric Chopin"
"C0094","Convention diversité Académie de Lyon","Rhône-Alpes","Lyon",69,"Villeurbanne","LYCEES SOURCES","Lycée Frédéric Fays"
"C0095","Couse en cours","Rhône-Alpes","Lyon",69,"Villeurbanne","LYCEES SOURCES","Lycée Frédéric Fays"
"C0098","OPTIM","Rhône-Alpes","Lyon",69,"Villeurbanne","LYCEES SOURCES","Lycée Frédéric Fays"
"C0099","Ouverture internationale pour les STI","Rhône-Alpes","Lyon",69,"Villeurbanne","LYCEES SOURCES","Lycée Frédéric Fays"
"C0107","Trait d'union ","Rhône-Alpes","Lyon",69,"Villeurbanne","LYCEES SOURCES","Lycée Frédéric Fays"
"C0109","Trait d'union Multicampus multiquartiers","Rhône-Alpes","Lyon",69,"Villeurbanne","LYCEES SOURCES","Lycée Frédéric Fays"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Aubagne","LYCEES SOURCES","Lycée Frédéric Joliot-Curie"
"C0007","IEPEI","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Frédéric Mistral"
"C0014","Réussir ensemble ","Provence Alpes Côte d'Azur","Aix-Marseille",84,"Avignon","TETE(S) DE CORDEE","Lycée Frédéric Mistral"
"C0015","Spé IEP","Provence Alpes Côte d'Azur","Aix-Marseille",84,"Avignon","TETE(S) DE CORDEE","Lycée Frédéric Mistral"
"C0015","Spé IEP","Provence Alpes Côte d'Azur","Aix-Marseille",84,"Avignon","LYCEE(S) AVEC CPGE","Lycée Frédéric Mistral"
"C001","Accompagnement à la scolarité","Provence Alpes Côte d'Azur","Aix-Marseille",84,"Avignon","LYCEES SOURCES","Lycée Frédéric Mistral"
"C0014","Réussir ensemble ","Provence Alpes Côte d'Azur","Aix-Marseille",84,"Avignon","LYCEES SOURCES","Lycée Frédéric Mistral"
"C0015","Spé IEP","Provence Alpes Côte d'Azur","Aix-Marseille",84,"Avignon","LYCEES SOURCES","Lycée Frédéric Mistral"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Frédéric Ozanam"
"C0040","Caen Sud Lycée Fresnel","Basse Normandie","Caen",14,"Caen","LYCEES SOURCES","Lycée Fresnel"
"C0150","Promotion de l'accueil en CPGE économique","Centre","Orléans-Tours",28,"Chartres","LYCEES SOURCES","Lycée Fulbert"
"C0152","Une filière ingénieuse pour devenir ingénieur","Centre","Orléans-Tours",28,"Chartres","LYCEES SOURCES","Lycée Fulbert"
"C0153","Université et CPGE pour les élèves d'Eure-et-Loir","Centre","Orléans-Tours",28,"Chartres","LYCEES SOURCES","Lycée Fulbert"
"C0192","OPERA : orienter et promouvoir l'excellence et la réussite par l'accompagnement","Bretagne","Rennes",22,"Loudéac","LYCEES SOURCES","Lycée Fulgence Bienvenue"
"C0139","Traits d'union","Pays de la Loire","Nantes",44,"Saint-Gildas-des-Bois","LYCEES SOURCES","Lycée Gabriel Deshayes"
"C0161","ENS - PSU - TALENS","Ile-de-France","Paris",78013,"Paris","LYCEES SOURCES","Lycée Gabriel Fauré"
"C0164","OPTIM","Ile-de-France","Paris",78013,"Paris","LYCEES SOURCES","Lycée Gabriel Fauré"
"C0135","BRIO : fais un bond pour la réussite ","Pays de la Loire","Nantes",44,"Nantes","LYCEE(S) AVEC CPGE","Lycée Gabriel Guist'hau"
"C0164","OPTIM","Ile-de-France","Paris",92,"Gennevilliers","LYCEE(S) AVEC CPGE","Lycée Galilée"
"C0163","Nouvel élan (ParisTech / Janson de Sailly","Ile-de-France","Paris",92,"Gennevilliers","LYCEES SOURCES","Lycée Galilée"
"C0246","Réussir à Dauphine","Ile-de-France","Versailles",92,"Gennevilliers","LYCEES SOURCES","Lycée Galilée"
"C0229","Ambitions supérieures - préparation IEP","Ile-de-France","Versailles",95,"Cergy Saint-Christophe","LYCEE(S) AVEC CPGE","Lycée Galilée"
"C0163","Nouvel élan (ParisTech / Janson de Sailly","Ile-de-France","Paris",95,"Cergy-Pontoise","LYCEES SOURCES","Lycée Galilée"
"C0250","Une grande école, pourquoi pas moi ? EBI","Ile-de-France","Versailles",95,"Cergy","LYCEES SOURCES","Lycée Galilée"
"C0253","Une grande école, pourquoi pas moi ? ESSEC","Ile-de-France","Versailles",95,"Cergy","LYCEES SOURCES","Lycée Galilée"
"C0084","Programme d'études intégrées","Nord-Pas-de-Calais","Lille",62,"Arras","LYCEE(S) AVEC CPGE","Lycée Gambetta"
"C0121","La cordée de la réussite Arts et métiers Paris Tech Metz","Lorraine","Nancy-Metz",57,"Hayange","LYCEES SOURCES","Lycée Gaspard Monge"
"C0054","Cordée HEC Moissan","Ile-de-France","Créteil",77,"Chelles","LYCEES SOURCES","Lycée Gaston Bachelard"
"C0161","ENS - PSU - TALENS","Ile-de-France","Paris",77,"Chelles","LYCEES SOURCES","Lycée Gaston Bachelard"
"C0085","Une grande école, pourquoi pas moi?","Nord-Pas-de-Calais","Lille",59,"Lille","LYCEE(S) AVEC CPGE","Lycée Gaston Berger"
"C0038","Sciences Po Bordeaux, je le peux parce que je le veux","Aquitaine","Bordeaux",64,"Orthez","LYCEES SOURCES","Lycée Gaston Febus"
"C0075","Promotion des études supérieures de lettres en Guyane","Guynae","Guynae",973,"Kourou","LYCEES SOURCES","Lycée Gaston Monnerville"
"C0076","Promouvoir l'accès aux filières d'excellence en guyane","Guynae","Guynae",973,"Kourou","LYCEES SOURCES","Lycée Gaston Monnerville"
"C0037","Réussir ensemble ","Aquitaine","Bordeaux",64,"Orthez","LYCEES SOURCES","Lycée Gaston Phoebus"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",2,"Chauny","LYCEES SOURCES","Lycée Gay-Lussac"
"C0022","Passeport étudiant","Picardie","Amiens",2,"Chauny","LYCEES SOURCES","Lycée Gay-Lussac"
"C0090","Limousin, terre de réussite","Limousin","Limoges",87,"Limoges","LYCEE(S) AVEC CPGE","Lycée Gay-Lussac"
"C0239","Ma chance, l'Université","Ile-de-France","Versailles",92,"Montrouge","LYCEES SOURCES","Lycée Génevois"
"C0233","Cordée HEC Académie de Versailles","Ile-de-France","Versailles",91,"Etampes","LYCEES SOURCES","Lycée Geoffroy Saint-Hilaire"
"C0230","Ambitions supérieures - scientifiques","Ile-de-France","Versailles",95,"Argenteuil","LYCEE(S) AVEC CPGE","Lycée Georges Braque"
"C0233","Cordée HEC Académie de Versailles","Ile-de-France","Versailles",95,"Argenteuil","LYCEES SOURCES","Lycée Georges Braque"
"C0253","Une grande école, pourquoi pas moi ? ESSEC","Ile-de-France","Versailles",95,"Argenteuil","LYCEES SOURCES","Lycée Georges Braque"
"C0200","CEP ","Haute Normandie","Rouen",76,"Neufchâtel en Bray","LYCEES SOURCES","Lycée Georges Brassens"
"C0228","Ambition d'enseignement supérieur - Lycée du Parc des Loges","Ile-de-France","Versailles",91,"Courcouronnes","LYCEES SOURCES","Lycée Georges Brassens"
"C0240","Mat' les vacances","Ile-de-France","Versailles",91,"Courcouronnes","LYCEES SOURCES","Lycée Georges Brassens"
"C0245","Pourquoi pas moi ?","Ile-de-France","Versailles",91,"Courcouronnes","LYCEES SOURCES","Lycée Georges Brassens"
"C0144","Vers l'enseignement supérieur","PACA","Nice",83,"Toulon","LYCEES SOURCES","Lycée Georges Cisson"
"C0179","Objectif excellences","Champagne-Ardennes","Reims",51,"Reims","LYCEE(S) AVEC CPGE","Lycée Georges Clémenceau"
"C0055","Cordée HEC Olympe de Gouges","Ile-de-France","Créteil",93,"Villemomble","LYCEES SOURCES","Lycée Georges Clémenceau"
"C0028","Programme d'ouverture sociale et culturelle","Franche-Comté","Besançon",25,"Montbeliard","LYCEES SOURCES","Lycée Georges Cuvier"
"C0120","ARTEM","Lorraine","Nancy-Metz",54,"Nancy","LYCEES SOURCES","Lycée Georges de la Tour"
"C0123","Cordée Saint-Exupéry","Lorraine","Nancy-Metz",57,"Metz","LYCEE(S) AVEC CPGE","Lycée Georges de la Tour"
"C0134","Université Paul Verlaine - Metz","Lorraine","Nancy-Metz",57,"Metz","LYCEE(S) AVEC CPGE","Lycée Georges de la Tour"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Luynes","LYCEES SOURCES","Lycée Georges Duby"
"C0015","Spé IEP","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Luynes","LYCEES SOURCES","Lycée Georges Duby"
"C0203","EDRESUP ","Haute Normandie","Rouen",27,"Vernon","LYCEES SOURCES","Lycée Georges Dumezil"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",2,"Soissons","LYCEES SOURCES","Lycée Gérard de Nerval"
"C0244","POLLEN","Ile-de-France","Versailles",95,"Luzarches","LYCEES SOURCES","Lycée Gérard de Nerval"
"C0106","Séminaire Lycée","Rhône-Alpes","Lyon",69,"Saint Bel","LYCEES SOURCES","Lycée Germaine Tillion"
"C0148","Les études sup…c'est aussi pour moi","Centre","Orléans-Tours",37,"Tours ","LYCEES SOURCES","Lycée Grandmont"
"C0041","Destination Supérieur","Basse Normandie","Caen",50,"Cherbourg","LYCEE(S) AVEC CPGE","Lycée Grignard"
"C0140","Ambition grandes écoles","PACA","Nice",6,"Nice","LYCEES SOURCES","Lycée Guillaume Apollinaire"
"C0142","Convention ""Egalité des chances pour l'enseignement supérieur""","PACA","Nice",6,"Nice","LYCEES SOURCES","Lycée Guillaume Apollinaire"
"C0068","Main dans la main pour réussir ","Rhône-Alpes","Grenoble",74,"Bonneville","LYCEE(S) AVEC CPGE","Lycée Guillaume Fichet "
"C0028","Programme d'ouverture sociale et culturelle","Franche-Comté","Besançon",90,"Belfort","LYCEE(S) AVEC CPGE","Lycée Gustave Courbet"
"C0028","Programme d'ouverture sociale et culturelle","Franche-Comté","Besançon",90,"Belfort","LYCEES SOURCES","Lycée Gustave Courbet"
"C0064","Eiffel de la réussite","Bourgogne","Dijon",21,"Dijon","LYCEE(S) AVEC CPGE","Lycée Gustave Eiffel"
"C0032","Cordée de la réussite Bordeaux","Aquitaine","Bordeaux",33,"Bordeaux","LYCEE(S) AVEC CPGE","Lycée Gustave Eiffel"
"C0214","Egalité des chances en écoles d'architecture","Alsace","Strasbourg",68,"Cernay","LYCEE(S) AVEC CPGE","Lycée Gustave Eiffel"
"C0055","Cordée HEC Olympe de Gouges","Ile-de-France","Créteil",93,"Gangy","LYCEES SOURCES","Lycée Gustave Eiffel"
"C0204","EDRESUP ","Haute Normandie","Rouen",76,"Rouen","LYCEES SOURCES","Lycée Gustave Flaubert"
"C0208","Prep'avenir","Haute Normandie","Rouen",76,"Rouen","LYCEES SOURCES","Lycée Gustave Flaubert"
"C0067","La cordée dromoise","Rhône-Alpes","Grenoble",26,"Pierrelatte","LYCEES SOURCES","Lycée Gustave Jaume"
"C0173","Les études sup…c'est aussi pour moi","Poitou-Charente","Poitiers",86,"Loudun","LYCEES SOURCES","Lycée Guy Chauvet"
"C0202","EDRESUP ","Haute Normandie","Rouen",76,"Fécamp","LYCEES SOURCES","Lycée Guy de Maupassant"
"C0205","EDRESUP ","Haute Normandie","Rouen",76,"Fécamp","LYCEES SOURCES","Lycée Guy de Maupassant"
"C0171","Une grande école, pourquoi pas moi ? ISC Paris","Ile-de-France","Paris",92,"Colombes","LYCEE(S) AVEC CPGE","Lycée Guy de Maupassant"
"C0226","Acordix","Ile-de-France","Versailles",92,"Colombes","LYCEES SOURCES","Lycée Guy de Maupassant"
"C0243","Pasteur","Ile-de-France","Versailles",92,"Colombes","LYCEES SOURCES","Lycée Guy de Maupassant"
"C0198","Tutorat Horizons","Bretagne","Rennes",29,"Brest","LYCEES SOURCES","Lycée Harteloire"
"C0167","Prépaplus","Ile-de-France","Paris",77,"Nangis","LYCEES SOURCES","Lycée Henri Becquerel"
"C0147","Futurs ingénieurs au sommet","Centre","Orléans-Tours",18,"Vierzon","LYCEES SOURCES","Lycée Henri Brisson"
"C0080","Cordée des sciences de l'ingénieur","Nord-Pas-de-Calais","Lille",62,"Liévin","LYCEES SOURCES","Lycée Henri Darras"
"C0160","CPES","Ile-de-France","Paris",60,"Creil","TETE(S) DE CORDEE","Lycée Henri IV "
"C0168","Tremplin vers le lycée Henri IV","Ile-de-France","Paris",75,"Paris","TETE(S) DE CORDEE","Lycée Henri IV "
"C0132","Projet citoyen ""égalité des chances""","Lorraine","Nancy-Metz",54,"Nancy","LYCEE(S) AVEC CPGE","Lycée Henri Lauritz"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",2,"Saint Quentin","LYCEE(S) AVEC CPGE","Lycée Henri Martin"
"C0022","Passeport étudiant","Picardie","Amiens",2,"Saint Quentin","LYCEE(S) AVEC CPGE","Lycée Henri Martin"
"C0236","Edouard Michelin","Ile-de-France","Versailles",93,"Montreuil","LYCEES SOURCES","Lycée Henri Matisse"
"C0167","Prépaplus","Ile-de-France","Paris",77,"Meaux","LYCEES SOURCES","Lycée Henri Moissan"
"C0054","Cordée HEC Moissan","Ile-de-France","Créteil",77,"Meaux","LYCEE(S) AVEC CPGE","Lycée Henri Moissan "
"C0065","OPTIM","Bourgogne","Dijon",71,"Montceau les Mines","LYCEES SOURCES","Lycée Henri Parriat"
"C0120","ARTEM","Lorraine","Nancy-Metz",54,"Nancy","LYCEE(S) AVEC CPGE","Lycée Henri Poincaré"
"C0125","Ensemble pour que chaque élève ose sa réussite","Lorraine","Nancy-Metz",54,"Nancy","LYCEE(S) AVEC CPGE","Lycée Henri Poincaré"
"C0130","La cordée nord meusienne","Lorraine","Nancy-Metz",54,"Nancy","LYCEE(S) AVEC CPGE","Lycée Henri Poincaré"
"C0161","ENS - PSU - TALENS","Ile-de-France","Paris",93,"Aubervilliers","LYCEES SOURCES","Lycée Henri Wallon"
"C0063","Cordée Chalonnaise","Bourgogne","Dijon",71,"Chalon sur Saône","LYCEES SOURCES","Lycée Hilaire de Chardonnet"
"C0065","OPTIM","Bourgogne","Dijon",71,"Chalon sur Saône","LYCEES SOURCES","Lycée Hilaire de Chardonnet"
"C0064","Eiffel de la réussite","Bourgogne","Dijon",21,"Dijon","LYCEES SOURCES","Lycée Hippolyte Fontaine "
"C0011","PASS","Provence Alpes Côte d'Azur","Aix-Marseille",4,"Barcelonnette","LYCEES SOURCES","Lycée Honorat"
"C0008","J'ouvre ma voie dans la prépa techno","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Honoré Daumier"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Honoré Daumier"
"C0148","Les études sup…c'est aussi pour moi","Centre","Orléans-Tours",37,"Tours ","LYCEES SOURCES","Lycée Honoré de Balzac"
"C0238","Jean-Louis Le Moigne","Ile-de-France","Versailles",75,"Paris","LYCEES SOURCES","Lycée Honoré de Balzac"
"C0007","IEPEI","Provence Alpes Côte d'Azur","Aix-Marseille",5,"Embrun","LYCEES SOURCES","Lycée Honoré Romane"
"C0110","Réussir à HEC","Martinique","Martinique",972,"Bellefontaine","LYCEES SOURCES","Lycée Hôtelier Nord Caraïbe"
"C0111","Réussir à l'IEP de Bordeaux","Martinique","Martinique",972,"Bellefontaine","LYCEES SOURCES","Lycée Hôtelier Nord Caraïbe"
"C0112","Réussir à l'INSA","Martinique","Martinique",972,"Bellefontaine","LYCEES SOURCES","Lycée Hôtelier Nord Caraïbe"
"C0172","Image, son et communication","Poitou-Charente","Poitiers",16,"Soyaux","TETE(S) DE CORDEE","Lycée Image et son Angoulême"
"C0217","Tutorat d'excellence","Alsace","Strasbourg",67,"Strasbourg","LYCEES SOURCES","Lycée international des Pontonniers"
"C0198","Tutorat Horizons","Bretagne","Rennes",29,"Brest","LYCEES SOURCES","Lycée Iroise"
"C0007","IEPEI","Provence Alpes Côte d'Azur","Aix-Marseille",84,"Cavaillon","LYCEES SOURCES","Lycée Ismael Dauphin"
"C0015","Spé IEP","Provence Alpes Côte d'Azur","Aix-Marseille",84,"Cavaillon","LYCEES SOURCES","Lycée Ismael Dauphin"
"C0071","Un ascenseur pour la réussite","Rhône-Alpes","Grenoble",38,"La Tronche","LYCEES SOURCES","Lycée ITEC"
"C0101","Parcours d'excellence des STI","Rhône-Alpes","Lyon",42,"Firminy","LYCEES SOURCES","Lycée J Holzer"
"C0109","Trait d'union Multicampus multiquartiers","Rhône-Alpes","Lyon",69,"Lyon","LYCEE(S) AVEC CPGE","Lycée J.Récamier"
"C0061","Tutorat de lycéens du lycée Jacques Amyot par les élèves de l'école des officiers de la gendarmerie nationale","Ile-de-France","Créteil",77,"Melun","LYCEE(S) AVEC CPGE","Lycée Jacques Amyot"
"C0061","Tutorat de lycéens du lycée Jacques Amyot par les élèves de l'école des officiers de la gendarmerie nationale","Ile-de-France","Créteil",77,"Melun","LYCEES SOURCES","Lycée Jacques Amyot"
"C0167","Prépaplus","Ile-de-France","Paris",77,"Meulun","LYCEES SOURCES","Lycée Jacques Amyot"
"C0094","Convention diversité Académie de Lyon","Rhône-Alpes","Lyon",69,"Vénissieux","LYCEES SOURCES","Lycée Jacques Brel"
"C0103","Partenariat des grandes écoles militaires ESSA","Rhône-Alpes","Lyon",69,"Vénissieux","LYCEES SOURCES","Lycée Jacques Brel"
"C0107","Trait d'union ","Rhône-Alpes","Lyon",69,"Vénissieux","LYCEES SOURCES","Lycée Jacques Brel"
"C0108","Trait d'union Prépa valorisation des filières technologiques","Rhône-Alpes","Lyon",69,"Vénissieux","LYCEES SOURCES","Lycée Jacques Brel"
"C0109","Trait d'union Multicampus multiquartiers","Rhône-Alpes","Lyon",69,"Vénissieux","LYCEES SOURCES","Lycée Jacques Brel"
"C0060","Réussir à Dauphine","Ile-de-France","Créteil",93,"La Courneuve","LYCEES SOURCES","Lycée Jacques Brel"
"C0165","Parcours de réussite du lycée Saint-Louis","Ile-de-France","Paris",93,"La Courneuve","LYCEES SOURCES","Lycée Jacques Brel"
"C0167","Prépaplus","Ile-de-France","Paris",93,"La Courneuve","LYCEES SOURCES","Lycée Jacques Brel"
"C0119","Ambition Réussite - Technologique","Lorraine","Nancy-Metz",54,"Vandoeuvre","LYCEES SOURCES","Lycée Jacques Callot"
"C0132","Projet citoyen ""égalité des chances""","Lorraine","Nancy-Metz",54,"Vandoeuvre-les-Nancy","LYCEES SOURCES","Lycée Jacques Callot"
"C0147","Futurs ingénieurs au sommet","Centre","Orléans-Tours",18,"Bourges","LYCEES SOURCES","Lycée Jacques Cœur"
"C0149","Les sciences en face à face","Centre","Orléans-Tours",18,"Bourges","LYCEES SOURCES","Lycée Jacques Cœur"
"C0030","Réussir ensemble ","Franche-Comté","Besançon",39,"Dole","LYCEES SOURCES","Lycée Jacques Duhamel"
"C0060","Réussir à Dauphine","Ile-de-France","Créteil",93,"Epinay-sur-Seine","LYCEES SOURCES","Lycée Jacques Feyder"
"C0119","Ambition Réussite - Technologique","Lorraine","Nancy-Metz",54,"Pont à Mousson‎","LYCEES SOURCES","Lycée Jacques Marquette"
"C0150","Promotion de l'accueil en CPGE économique","Centre","Orléans-Tours",45,"Saint Jean de Braye","LYCEES SOURCES","Lycée Jacques Monod"
"C0154","Visez loin… Devenez ingénieur","Centre","Orléans-Tours",45,"Saint Jean de Braye","LYCEES SOURCES","Lycée Jacques Monod"
"C0233","Cordée HEC Académie de Versailles","Ile-de-France","Versailles",92,"Clamart","LYCEES SOURCES","Lycée Jacques Monod"
"C0246","Réussir à Dauphine","Ile-de-France","Versailles",92,"Boulogne","LYCEES SOURCES","Lycée Jacques Prévert"
"C0090","Limousin, terre de réussite","Limousin","Limoges",23,"Aubusson","LYCEES SOURCES","Lycée Jammot"
"C0242","Oui nous le pouvons","Ile-de-France","Versailles",75,"Paris","LYCEE(S) AVEC CPGE","Lycée Janson de Sailly"
"C0163","Nouvel élan (ParisTech / Janson de Sailly","Ile-de-France","Paris",75016,"Paris","LYCEE(S) AVEC CPGE","Lycée Janson de Sailly"
"C0162","Lycée Janson de Sailly","Ile-de-France","Paris",75016,"Paris","LYCEES SOURCES","Lycée Janson de Sailly"
"C0164","OPTIM","Ile-de-France","Paris",75019,"Paris","LYCEE(S) AVEC CPGE","Lycée Jaquard"
"C0038","Sciences Po Bordeaux, je le peux parce que je le veux","Aquitaine","Bordeaux",33,"Blaye","LYCEES SOURCES","Lycée Jaufre Rudel"
"C0031","Attractivité des sciences et technologies à l'université","Aquitaine","Bordeaux",33,"Blaye","LYCEES SOURCES","Lycée Jaufré Rudel"
"C0033","Entre en prépa c'est réalisable","Aquitaine","Bordeaux",33,"Blaye","LYCEES SOURCES","Lycée Jaufré Rudel"
"C0101","Parcours d'excellence des STI","Rhône-Alpes","Lyon",69,"Lyon 1","LYCEES SOURCES","Lycée JB de la Salle"
"C0141","Ambition IEP","PACA","Nice",83,"Hyères","LYCEES SOURCES","Lycée Jean Aicard"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",60,"Noyon","LYCEES SOURCES","Lycée Jean Calvin"
"C0026","Passeport étudiant : une grande école pourquoi pas moi","Picardie","Amiens",60,"Noyon","LYCEES SOURCES","Lycée Jean Calvin"
"C0031","Attractivité des sciences et technologies à l'université","Aquitaine","Bordeaux",33,"Bordeaux","LYCEES SOURCES","Lycée Jean Condorcet"
"C0033","Entre en prépa c'est réalisable","Aquitaine","Bordeaux",33,"Bordeaux","LYCEES SOURCES","Lycée Jean Condorcet"
"C0089","Escapade","Limousin","Limoges",87,"Bellac","LYCEES SOURCES","Lycée Jean Giraudoux"
"C0195","Partenariat EN-Rennes 1 et Rennes 2","Bretagne","Rennes",35,"Fougères","LYCEES SOURCES","Lycée Jean Guéhenno"
"C0221","DISPO","Midi-Pyrénées","Toulouse",81,"Carmaux","LYCEES SOURCES","Lycée Jean Jaurès"
"C0223","Egalité des chances-INSA","Midi-Pyrénées","Toulouse",81,"Carmaux","LYCEES SOURCES","Lycée Jean Jaurès"
"C0225","Osez l'excellence","Midi-Pyrénées","Toulouse",81,"Carmaux","LYCEES SOURCES","Lycée Jean Jaurès"
"C0239","Ma chance, l'Université","Ile-de-France","Versailles",92,"Chatenay ","LYCEES SOURCES","Lycée Jean Jaurès"
"C0241","OPEN","Ile-de-France","Versailles",92,"Chatenay-Malabry","LYCEES SOURCES","Lycée Jean Jaurès"
"C0246","Réussir à Dauphine","Ile-de-France","Versailles",92,"Chatenay-Malabry","LYCEES SOURCES","Lycée Jean Jaurès"
"C0060","Réussir à Dauphine","Ile-de-France","Créteil",93,"Montreuil","LYCEE(S) AVEC CPGE","Lycée Jean Jaurès"
"C0171","Une grande école, pourquoi pas moi ? ISC Paris","Ile-de-France","Paris",93,"Montreuil-sous-Bois","LYCEE(S) AVEC CPGE","Lycée Jean Jaurès"
"C0230","Ambitions supérieures - scientifiques","Ile-de-France","Versailles",95,"Argenteuil","LYCEE(S) AVEC CPGE","Lycée Jean Jaurès"
"C0164","OPTIM","Ile-de-France","Paris",95,"Argenteuil","LYCEE(S) AVEC CPGE","Lycée Jean Jaurès "
"C0167","Prépaplus","Ile-de-France","Paris",95,"Argenteuil","LYCEES SOURCES","Lycée Jean Jaurès "
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marignane","LYCEES SOURCES","Lycée Jean Lurcat"
"C0221","DISPO","Midi-Pyrénées","Toulouse",46,"Saint-Céré","LYCEES SOURCES","Lycée Jean Lurçat"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",2,"Chauny","LYCEES SOURCES","Lycée Jean Macé"
"C0175","Venise verte","Poitou-Charente","Poitiers",79,"Niort","LYCEES SOURCES","Lycée Jean Macé"
"C0007","IEPEI","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Vitrolles","LYCEES SOURCES","Lycée Jean Monnet"
"C0117","Le fil d'Ariane vers le master, pourquoi pas moi?","Languedoc-Roussillon","Montpellier",34,"Montpellier","LYCEES SOURCES","Lycée Jean Monnet"
"C0148","Les études sup…c'est aussi pour moi","Centre","Orléans-Tours",37,"Joué-les-Tours","LYCEES SOURCES","Lycée Jean Monnet"
"C0105","Réussir aujourd'hui-intégrer une grande école","Rhône-Alpes","Lyon",42,"Saint-Etienne ","LYCEES SOURCES","Lycée Jean Monnet"
"C0212","Cordée de la réussite-CPGE Lycée Kleber","Alsace","Strasbourg",67,"Strasbourg","LYCEES SOURCES","Lycée Jean Monnet"
"C0215","Le service public local, pourquoi pas moi?","Alsace","Strasbourg",67,"Strasbourg","LYCEES SOURCES","Lycée Jean Monnet"
"C0181","Roosevelt URCA","Champagne-Ardennes","Reims",8,"Revin","LYCEES SOURCES","Lycée Jean Moulin"
"C0147","Futurs ingénieurs au sommet","Centre","Orléans-Tours",18,"Saint Amand","LYCEES SOURCES","Lycée Jean Moulin"
"C0149","Les sciences en face à face","Centre","Orléans-Tours",18,"Saint Amand","LYCEES SOURCES","Lycée Jean Moulin"
"C0201","Course en cours","Haute Normandie","Rouen",27,"Les Andelys","LYCEES SOURCES","Lycée Jean Moulin"
"C0187","Confiance, ambition, réussite en Sud Finistère","Bretagne","Rennes",29,"Châteaulin","LYCEES SOURCES","Lycée Jean Moulin"
"C0198","Tutorat Horizons","Bretagne","Rennes",29,"Châteaulin","LYCEES SOURCES","Lycée Jean Moulin"
"C0126","Excellene scientifique à Forbach","Lorraine","Nancy-Metz",57,"Forbach","LYCEE(S) AVEC CPGE","Lycée Jean Moulin"
"C0134","Université Paul Verlaine - Metz","Lorraine","Nancy-Metz",57,"Forbach","LYCEE(S) AVEC CPGE","Lycée Jean Moulin"
"C0126","Excellene scientifique à Forbach","Lorraine","Nancy-Metz",57,"Forbach","LYCEES SOURCES","Lycée Jean Moulin"
"C0082","Les cordées de la réussite du lycée Saint-Pierre et de l'école d'ingénieurs","Nord-Pas-de-Calais","Lille",59,"Roubaix","LYCEES SOURCES","Lycée Jean Moulin"
"C0173","Les études sup…c'est aussi pour moi","Poitou-Charente","Poitiers",86,"Montmorillon","LYCEES SOURCES","Lycée Jean Moulin"
"C0007","IEPEI","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEE(S) AVEC CPGE","Lycée Jean Perrin"
"C0008","J'ouvre ma voie dans la prépa techno","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEE(S) AVEC CPGE","Lycée Jean Perrin"
"C0012","Phoenix","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEE(S) AVEC CPGE","Lycée Jean Perrin"
"C0135","BRIO : fais un bond pour la réussite ","Pays de la Loire","Nantes",44,"Rézé","LYCEES SOURCES","Lycée Jean Perrin"
"C0100","Ouverture sociale des CPGE et école d'été","Rhône-Alpes","Lyon",69,"Lyon","LYCEE(S) AVEC CPGE","Lycée Jean Perrin"
"C0230","Ambitions supérieures - scientifiques","Ile-de-France","Versailles",95,"Saint-Ouen l'Aumone","LYCEES SOURCES","Lycée Jean Perrin"
